2021-10-06 16:47:51 startup archives install
2021-12-20 11:51:15 status unpacked libcap2-bin:amd64 1:2.32-1
2021-12-20 11:51:15 status half-installed libcap2-bin:amd64 1:2.32-1
2021-12-20 11:51:15 status unpacked libcap2-bin:amd64 1:2.32-1
2021-12-20 11:51:15 upgrade libmagic1:amd64 1:5.38-4 1:5.38-4
2021-12-20 11:51:15 status half-configured libmagic1:amd64 1:5.38-4
2021-12-20 11:51:15 status unpacked libmagic1:amd64 1:5.38-4
2021-12-20 11:51:15 status half-installed libmagic1:amd64 1:5.38-4
2021-12-20 11:51:15 status unpacked libmagic1:amd64 1:5.38-4
2021-12-20 11:51:15 upgrade libnss-systemd:amd64 245.4-4ubuntu3.13 245.4-4ubuntu3.13
2021-12-20 11:51:15 status half-configured libnss-systemd:amd64 245.4-4ubuntu3.13
2021-12-20 11:51:15 status unpacked libnss-systemd:amd64 245.4-4ubuntu3.13
2021-12-20 11:51:15 status half-installed libnss-systemd:amd64 245.4-4ubuntu3.13
2021-12-20 11:51:15 status unpacked libnss-systemd:amd64 245.4-4ubuntu3.13
2021-12-20 11:51:15 upgrade libpam-systemd:amd64 245.4-4ubuntu3.13 245.4-4ubuntu3.13
2021-12-20 11:51:15 status half-configured libpam-systemd:amd64 245.4-4ubuntu3.13
2021-12-20 11:51:15 status unpacked libpam-systemd:amd64 245.4-4ubuntu3.13
2021-12-20 11:51:15 status half-installed libpam-systemd:amd64 245.4-4ubuntu3.13
2021-12-20 11:51:15 status unpacked libpam-systemd:amd64 245.4-4ubuntu3.13
2021-12-20 11:51:15 upgrade lsb-release:all 11.1.0ubuntu2 11.1.0ubuntu2
2021-12-20 11:51:15 status half-configured lsb-release:all 11.1.0ubuntu2
2021-12-20 11:51:15 status unpacked lsb-release:all 11.1.0ubuntu2
2021-12-20 11:51:15 status half-installed lsb-release:all 11.1.0ubuntu2
2021-12-20 11:51:15 status unpacked lsb-release:all 11.1.0ubuntu2
2021-12-20 11:51:15 upgrade mime-support:all 3.64ubuntu1 3.64ubuntu1
2021-12-20 11:51:15 status half-configured mime-support:all 3.64ubuntu1
2021-12-20 11:51:15 status unpacked mime-support:all 3.64ubuntu1
2021-12-20 11:51:15 status half-installed mime-support:all 3.64ubuntu1
2021-12-20 11:51:15 status unpacked mime-support:all 3.64ubuntu1
2021-12-20 11:51:15 upgrade netcat-openbsd:amd64 1.206-1ubuntu1 1.206-1ubuntu1
2021-12-20 11:51:15 status half-configured netcat-openbsd:amd64 1.206-1ubuntu1
2021-12-20 11:51:15 status unpacked netcat-openbsd:amd64 1.206-1ubuntu1
2021-12-20 11:51:15 status half-installed netcat-openbsd:amd64 1.206-1ubuntu1
2021-12-20 11:51:15 status unpacked netcat-openbsd:amd64 1.206-1ubuntu1
2021-12-20 11:51:15 upgrade networkd-dispatcher:all 2.1-2~ubuntu20.04.1 2.1-2~ubuntu20.04.1
2021-12-20 11:51:15 status half-configured networkd-dispatcher:all 2.1-2~ubuntu20.04.1
2021-12-20 11:51:15 status unpacked networkd-dispatcher:all 2.1-2~ubuntu20.04.1
2021-12-20 11:51:15 status half-installed networkd-dispatcher:all 2.1-2~ubuntu20.04.1
2021-12-20 11:51:15 status unpacked networkd-dispatcher:all 2.1-2~ubuntu20.04.1
2021-12-20 11:51:15 upgrade openssl:amd64 1.1.1f-1ubuntu2.10 1.1.1f-1ubuntu2.10
2021-12-20 11:51:15 status half-configured openssl:amd64 1.1.1f-1ubuntu2.10
2021-12-20 11:51:15 status unpacked openssl:amd64 1.1.1f-1ubuntu2.10
2021-12-20 11:51:15 status half-installed openssl:amd64 1.1.1f-1ubuntu2.10
2021-12-20 11:51:16 status unpacked openssl:amd64 1.1.1f-1ubuntu2.10
2021-12-20 11:51:16 upgrade python3.8:amd64 3.8.10-0ubuntu1~20.04.2 3.8.10-0ubuntu1~20.04.2
2021-12-20 11:51:16 status half-configured python3.8:amd64 3.8.10-0ubuntu1~20.04.2
2021-12-20 11:51:16 status unpacked python3.8:amd64 3.8.10-0ubuntu1~20.04.2
2021-12-20 11:51:16 status half-installed python3.8:amd64 3.8.10-0ubuntu1~20.04.2
2021-12-20 11:51:16 status unpacked python3.8:amd64 3.8.10-0ubuntu1~20.04.2
2021-12-20 11:51:16 upgrade readline-common:all 8.0-4 8.0-4
2021-12-20 11:51:16 status half-configured readline-common:all 8.0-4
2021-12-20 11:51:16 status unpacked readline-common:all 8.0-4
2021-12-20 11:51:16 status half-installed readline-common:all 8.0-4
2021-12-20 11:51:16 status unpacked readline-common:all 8.0-4
2021-12-20 11:51:16 upgrade shared-mime-info:amd64 1.15-1 1.15-1
2021-12-20 11:51:16 status half-configured shared-mime-info:amd64 1.15-1
2021-12-20 11:51:16 status unpacked shared-mime-info:amd64 1.15-1
2021-12-20 11:51:16 status half-installed shared-mime-info:amd64 1.15-1
2021-12-20 11:51:16 status unpacked shared-mime-info:amd64 1.15-1
2021-12-20 11:51:16 upgrade sudo:amd64 1.8.31-1ubuntu1.2 1.8.31-1ubuntu1.2
2021-12-20 11:51:16 status half-configured sudo:amd64 1.8.31-1ubuntu1.2
2021-12-20 11:51:16 status unpacked sudo:amd64 1.8.31-1ubuntu1.2
2021-12-20 11:51:16 status half-installed sudo:amd64 1.8.31-1ubuntu1.2
2021-12-20 11:51:16 status unpacked sudo:amd64 1.8.31-1ubuntu1.2
2021-12-20 11:51:16 upgrade ucf:all 3.0038+nmu1 3.0038+nmu1
2021-12-20 11:51:16 status half-configured ucf:all 3.0038+nmu1
2021-12-20 11:51:16 status unpacked ucf:all 3.0038+nmu1
2021-12-20 11:51:16 status half-installed ucf:all 3.0038+nmu1
2021-12-20 11:51:16 status unpacked ucf:all 3.0038+nmu1
2021-12-20 11:51:16 upgrade xxd:amd64 2:8.1.2269-1ubuntu5.4 2:8.1.2269-1ubuntu5.4
2021-12-20 11:51:16 status half-configured xxd:amd64 2:8.1.2269-1ubuntu5.4
2021-12-20 11:51:16 status unpacked xxd:amd64 2:8.1.2269-1ubuntu5.4
2021-12-20 11:51:16 status half-installed xxd:amd64 2:8.1.2269-1ubuntu5.4
2021-12-20 11:51:16 status unpacked xxd:amd64 2:8.1.2269-1ubuntu5.4
2021-12-20 11:51:16 upgrade vim-common:all 2:8.1.2269-1ubuntu5.4 2:8.1.2269-1ubuntu5.4
2021-12-20 11:51:16 status half-configured vim-common:all 2:8.1.2269-1ubuntu5.4
2021-12-20 11:51:16 status unpacked vim-common:all 2:8.1.2269-1ubuntu5.4
2021-12-20 11:51:16 status half-installed vim-common:all 2:8.1.2269-1ubuntu5.4
2021-12-20 11:51:17 status triggers-pending hicolor-icon-theme:all 0.17-2
2021-12-20 11:51:17 status unpacked vim-common:all 2:8.1.2269-1ubuntu5.4
2021-12-20 11:51:17 upgrade xdg-user-dirs:amd64 0.17-2ubuntu1 0.17-2ubuntu1
2021-12-20 11:51:17 status half-configured xdg-user-dirs:amd64 0.17-2ubuntu1
2021-12-20 11:51:17 status unpacked xdg-user-dirs:amd64 0.17-2ubuntu1
2021-12-20 11:51:17 status half-installed xdg-user-dirs:amd64 0.17-2ubuntu1
2021-12-20 11:51:17 status unpacked xdg-user-dirs:amd64 0.17-2ubuntu1
2021-12-20 11:51:17 upgrade xkb-data:all 2.29-2 2.29-2
2021-12-20 11:51:17 status half-configured xkb-data:all 2.29-2
2021-12-20 11:51:17 status unpacked xkb-data:all 2.29-2
2021-12-20 11:51:17 status half-installed xkb-data:all 2.29-2
2021-12-20 11:51:17 status unpacked xkb-data:all 2.29-2
2021-12-20 11:51:18 upgrade xz-utils:amd64 5.2.4-1ubuntu1 5.2.4-1ubuntu1
2021-12-20 11:51:18 status half-configured xz-utils:amd64 5.2.4-1ubuntu1
2021-12-20 11:51:18 status unpacked xz-utils:amd64 5.2.4-1ubuntu1
2021-12-20 11:51:18 status half-installed xz-utils:amd64 5.2.4-1ubuntu1
2021-12-20 11:51:18 status unpacked xz-utils:amd64 5.2.4-1ubuntu1
2021-12-20 11:51:18 upgrade bind9-dnsutils:amd64 1:9.16.1-0ubuntu2.9 1:9.16.1-0ubuntu2.9
2021-12-20 11:51:18 status half-configured bind9-dnsutils:amd64 1:9.16.1-0ubuntu2.9
2021-12-20 11:51:18 status unpacked bind9-dnsutils:amd64 1:9.16.1-0ubuntu2.9
2021-12-20 11:51:18 status half-installed bind9-dnsutils:amd64 1:9.16.1-0ubuntu2.9
2021-12-20 11:51:18 status unpacked bind9-dnsutils:amd64 1:9.16.1-0ubuntu2.9
2021-12-20 11:51:18 upgrade bind9-host:amd64 1:9.16.1-0ubuntu2.9 1:9.16.1-0ubuntu2.9
2021-12-20 11:51:18 status half-configured bind9-host:amd64 1:9.16.1-0ubuntu2.9
2021-12-20 11:51:18 status unpacked bind9-host:amd64 1:9.16.1-0ubuntu2.9
2021-12-20 11:51:18 status half-installed bind9-host:amd64 1:9.16.1-0ubuntu2.9
2021-12-20 11:51:18 status unpacked bind9-host:amd64 1:9.16.1-0ubuntu2.9
2021-12-20 11:51:18 upgrade groff-base:amd64 1.22.4-4build1 1.22.4-4build1
2021-12-20 11:51:18 status half-configured groff-base:amd64 1.22.4-4build1
2021-12-20 11:51:18 status unpacked groff-base:amd64 1.22.4-4build1
2021-12-20 11:51:18 status half-installed groff-base:amd64 1.22.4-4build1
2021-12-20 11:51:18 status unpacked groff-base:amd64 1.22.4-4build1
2021-12-20 11:51:18 upgrade libedit2:amd64 3.1-20191231-1 3.1-20191231-1
2021-12-20 11:51:18 status half-configured libedit2:amd64 3.1-20191231-1
2021-12-20 11:51:18 status unpacked libedit2:amd64 3.1-20191231-1
2021-12-20 11:51:18 status half-installed libedit2:amd64 3.1-20191231-1
2021-12-20 11:51:18 status unpacked libedit2:amd64 3.1-20191231-1
2021-12-20 11:51:18 upgrade libmaxminddb0:amd64 1.4.2-0ubuntu1.20.04.1 1.4.2-0ubuntu1.20.04.1
2021-12-20 11:51:18 status half-configured libmaxminddb0:amd64 1.4.2-0ubuntu1.20.04.1
2021-12-20 11:51:18 status unpacked libmaxminddb0:amd64 1.4.2-0ubuntu1.20.04.1
2021-12-20 11:51:18 status half-installed libmaxminddb0:amd64 1.4.2-0ubuntu1.20.04.1
2021-12-20 11:51:18 status unpacked libmaxminddb0:amd64 1.4.2-0ubuntu1.20.04.1
2021-12-20 11:51:18 upgrade libpcap0.8:amd64 1.9.1-3 1.9.1-3
2021-12-20 11:51:18 status half-configured libpcap0.8:amd64 1.9.1-3
2021-12-20 11:51:19 status unpacked libpcap0.8:amd64 1.9.1-3
2021-12-20 11:51:19 status half-installed libpcap0.8:amd64 1.9.1-3
2021-12-20 11:51:19 status unpacked libpcap0.8:amd64 1.9.1-3
2021-12-20 11:51:19 upgrade libx11-data:all 2:1.6.9-2ubuntu1.2 2:1.6.9-2ubuntu1.2
2021-12-20 11:51:19 status half-configured libx11-data:all 2:1.6.9-2ubuntu1.2
2021-12-20 11:51:19 status unpacked libx11-data:all 2:1.6.9-2ubuntu1.2
2021-12-20 11:51:19 status half-installed libx11-data:all 2:1.6.9-2ubuntu1.2
2021-12-20 11:51:19 status unpacked libx11-data:all 2:1.6.9-2ubuntu1.2
2021-12-20 11:51:19 upgrade lsof:amd64 4.93.2+dfsg-1ubuntu0.20.04.1 4.93.2+dfsg-1ubuntu0.20.04.1
2021-12-20 11:51:19 status half-configured lsof:amd64 4.93.2+dfsg-1ubuntu0.20.04.1
2021-12-20 11:51:19 status unpacked lsof:amd64 4.93.2+dfsg-1ubuntu0.20.04.1
2021-12-20 11:51:19 status half-installed lsof:amd64 4.93.2+dfsg-1ubuntu0.20.04.1
2021-12-20 11:51:19 status unpacked lsof:amd64 4.93.2+dfsg-1ubuntu0.20.04.1
2021-12-20 11:51:19 upgrade ltrace:amd64 0.7.3-6.1ubuntu1 0.7.3-6.1ubuntu1
2021-12-20 11:51:19 status half-configured ltrace:amd64 0.7.3-6.1ubuntu1
2021-12-20 11:51:19 status unpacked ltrace:amd64 0.7.3-6.1ubuntu1
2021-12-20 11:51:19 status half-installed ltrace:amd64 0.7.3-6.1ubuntu1
2021-12-20 11:51:19 status unpacked ltrace:amd64 0.7.3-6.1ubuntu1
2021-12-20 11:51:19 upgrade libcrypt-dev:amd64 1:4.4.10-10ubuntu4 1:4.4.10-10ubuntu4
2021-12-20 11:51:19 status half-configured libcrypt-dev:amd64 1:4.4.10-10ubuntu4
2021-12-20 11:51:19 status unpacked libcrypt-dev:amd64 1:4.4.10-10ubuntu4
2021-12-20 11:51:19 status half-installed libcrypt-dev:amd64 1:4.4.10-10ubuntu4
2021-12-20 11:51:19 status unpacked libcrypt-dev:amd64 1:4.4.10-10ubuntu4
2021-12-20 11:51:19 upgrade manpages:all 5.05-1 5.05-1
2021-12-20 11:51:19 status half-configured manpages:all 5.05-1
2021-12-20 11:51:19 status unpacked manpages:all 5.05-1
2021-12-20 11:51:19 status half-installed manpages:all 5.05-1
2021-12-20 11:51:19 status unpacked manpages:all 5.05-1
2021-12-20 11:51:19 upgrade manpages-dev:all 5.05-1 5.05-1
2021-12-20 11:51:19 status half-configured manpages-dev:all 5.05-1
2021-12-20 11:51:19 status unpacked manpages-dev:all 5.05-1
2021-12-20 11:51:19 status half-installed manpages-dev:all 5.05-1
2021-12-20 11:51:20 status unpacked manpages-dev:all 5.05-1
2021-12-20 11:51:20 upgrade openssh-client:amd64 1:8.2p1-4ubuntu0.3 1:8.2p1-4ubuntu0.3
2021-12-20 11:51:20 status half-configured openssh-client:amd64 1:8.2p1-4ubuntu0.3
2021-12-20 11:51:20 status unpacked openssh-client:amd64 1:8.2p1-4ubuntu0.3
2021-12-20 11:51:20 status half-installed openssh-client:amd64 1:8.2p1-4ubuntu0.3
2021-12-20 11:51:20 status unpacked openssh-client:amd64 1:8.2p1-4ubuntu0.3
2021-12-20 11:51:20 upgrade psmisc:amd64 23.3-1 23.3-1
2021-12-20 11:51:20 status half-configured psmisc:amd64 23.3-1
2021-12-20 11:51:20 status unpacked psmisc:amd64 23.3-1
2021-12-20 11:51:20 status half-installed psmisc:amd64 23.3-1
2021-12-20 11:51:20 status unpacked psmisc:amd64 23.3-1
2021-12-20 11:51:20 upgrade strace:amd64 5.5-3ubuntu1 5.5-3ubuntu1
2021-12-20 11:51:20 status half-configured strace:amd64 5.5-3ubuntu1
2021-12-20 11:51:20 status unpacked strace:amd64 5.5-3ubuntu1
2021-12-20 11:51:20 status half-installed strace:amd64 5.5-3ubuntu1
2021-12-20 11:51:20 status unpacked strace:amd64 5.5-3ubuntu1
2021-12-20 11:51:20 upgrade wget:amd64 1.20.3-1ubuntu2 1.20.3-1ubuntu2
2021-12-20 11:51:20 status half-configured wget:amd64 1.20.3-1ubuntu2
2021-12-20 11:51:20 status unpacked wget:amd64 1.20.3-1ubuntu2
2021-12-20 11:51:20 status half-installed wget:amd64 1.20.3-1ubuntu2
2021-12-20 11:51:21 status unpacked wget:amd64 1.20.3-1ubuntu2
2021-12-20 11:51:21 upgrade xauth:amd64 1:1.1-0ubuntu1 1:1.1-0ubuntu1
2021-12-20 11:51:21 status half-configured xauth:amd64 1:1.1-0ubuntu1
2021-12-20 11:51:21 status unpacked xauth:amd64 1:1.1-0ubuntu1
2021-12-20 11:51:21 status half-installed xauth:amd64 1:1.1-0ubuntu1
2021-12-20 11:51:21 status unpacked xauth:amd64 1:1.1-0ubuntu1
2021-12-20 11:51:21 upgrade bc:amd64 1.07.1-2build1 1.07.1-2build1
2021-12-20 11:51:21 status half-configured bc:amd64 1.07.1-2build1
2021-12-20 11:51:21 status unpacked bc:amd64 1.07.1-2build1
2021-12-20 11:51:21 status half-installed bc:amd64 1.07.1-2build1
2021-12-20 11:51:21 status unpacked bc:amd64 1.07.1-2build1
2021-12-20 11:51:21 upgrade bf:amd64 20041219ubuntu6 20041219ubuntu6
2021-12-20 11:51:21 status half-configured bf:amd64 20041219ubuntu6
2021-12-20 11:51:21 status unpacked bf:amd64 20041219ubuntu6
2021-12-20 11:51:21 status half-installed bf:amd64 20041219ubuntu6
2021-12-20 11:51:21 status unpacked bf:amd64 20041219ubuntu6
2021-12-20 11:51:21 upgrade binutils-x86-64-linux-gnu:amd64 2.34-6ubuntu1.3 2.34-6ubuntu1.3
2021-12-20 11:51:21 status half-configured binutils-x86-64-linux-gnu:amd64 2.34-6ubuntu1.3
2021-12-20 11:51:21 status unpacked binutils-x86-64-linux-gnu:amd64 2.34-6ubuntu1.3
2021-12-20 11:51:21 status half-installed binutils-x86-64-linux-gnu:amd64 2.34-6ubuntu1.3
2021-12-20 11:51:22 status unpacked binutils-x86-64-linux-gnu:amd64 2.34-6ubuntu1.3
2021-12-20 11:51:22 upgrade binutils-common:amd64 2.34-6ubuntu1.3 2.34-6ubuntu1.3
2021-12-20 11:51:22 status half-configured binutils-common:amd64 2.34-6ubuntu1.3
2021-12-20 11:51:22 status unpacked binutils-common:amd64 2.34-6ubuntu1.3
2021-12-20 11:51:22 status half-installed binutils-common:amd64 2.34-6ubuntu1.3
2021-12-20 11:51:22 status unpacked binutils-common:amd64 2.34-6ubuntu1.3
2021-12-20 11:51:22 upgrade binutils:amd64 2.34-6ubuntu1.3 2.34-6ubuntu1.3
2021-12-20 11:51:22 status half-configured binutils:amd64 2.34-6ubuntu1.3
2021-12-20 11:51:22 status unpacked binutils:amd64 2.34-6ubuntu1.3
2021-12-20 11:51:22 status half-installed binutils:amd64 2.34-6ubuntu1.3
2021-12-20 11:51:22 status unpacked binutils:amd64 2.34-6ubuntu1.3
2021-12-20 11:51:22 upgrade cpp:amd64 4:9.3.0-1ubuntu2 4:9.3.0-1ubuntu2
2021-12-20 11:51:22 status half-configured cpp:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:51:22 status unpacked cpp:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:51:22 status half-installed cpp:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:51:22 status unpacked cpp:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:51:22 upgrade cpp-9:amd64 9.3.0-17ubuntu1~20.04 9.3.0-17ubuntu1~20.04
2021-12-20 11:51:22 status half-configured cpp-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:51:22 status unpacked cpp-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:51:22 status half-installed cpp-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:51:23 status unpacked cpp-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:51:23 upgrade curl:amd64 7.68.0-1ubuntu2.7 7.68.0-1ubuntu2.7
2021-12-20 11:51:23 status half-configured curl:amd64 7.68.0-1ubuntu2.7
2021-12-20 11:51:23 status unpacked curl:amd64 7.68.0-1ubuntu2.7
2021-12-20 11:51:23 status half-installed curl:amd64 7.68.0-1ubuntu2.7
2021-12-20 11:51:23 status unpacked curl:amd64 7.68.0-1ubuntu2.7
2021-12-20 11:51:23 upgrade dconf-service:amd64 0.36.0-1 0.36.0-1
2021-12-20 11:51:23 status half-configured dconf-service:amd64 0.36.0-1
2021-12-20 11:51:23 status unpacked dconf-service:amd64 0.36.0-1
2021-12-20 11:51:23 status half-installed dconf-service:amd64 0.36.0-1
2021-12-20 11:51:23 status unpacked dconf-service:amd64 0.36.0-1
2021-12-20 11:51:23 upgrade gpgconf:amd64 2.2.19-3ubuntu2.1 2.2.19-3ubuntu2.1
2021-12-20 11:51:23 status half-configured gpgconf:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:23 status unpacked gpgconf:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:23 status half-installed gpgconf:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:23 status unpacked gpgconf:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:23 upgrade gpg:amd64 2.2.19-3ubuntu2.1 2.2.19-3ubuntu2.1
2021-12-20 11:51:23 status half-configured gpg:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:23 status unpacked gpg:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:23 status half-installed gpg:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:23 status unpacked gpg:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:23 upgrade gnupg-utils:amd64 2.2.19-3ubuntu2.1 2.2.19-3ubuntu2.1
2021-12-20 11:51:23 status half-configured gnupg-utils:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:23 status unpacked gnupg-utils:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:23 status half-installed gnupg-utils:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:24 status unpacked gnupg-utils:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:24 upgrade gnupg:all 2.2.19-3ubuntu2.1 2.2.19-3ubuntu2.1
2021-12-20 11:51:24 status half-configured gnupg:all 2.2.19-3ubuntu2.1
2021-12-20 11:51:24 status unpacked gnupg:all 2.2.19-3ubuntu2.1
2021-12-20 11:51:24 status half-installed gnupg:all 2.2.19-3ubuntu2.1
2021-12-20 11:51:24 status unpacked gnupg:all 2.2.19-3ubuntu2.1
2021-12-20 11:51:24 upgrade dirmngr:amd64 2.2.19-3ubuntu2.1 2.2.19-3ubuntu2.1
2021-12-20 11:51:24 status half-configured dirmngr:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:24 status unpacked dirmngr:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:24 status half-installed dirmngr:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:24 status unpacked dirmngr:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:24 upgrade dpkg-dev:all 1.19.7ubuntu3 1.19.7ubuntu3
2021-12-20 11:51:24 status half-configured dpkg-dev:all 1.19.7ubuntu3
2021-12-20 11:51:24 status unpacked dpkg-dev:all 1.19.7ubuntu3
2021-12-20 11:51:24 status half-installed dpkg-dev:all 1.19.7ubuntu3
2021-12-20 11:51:24 status unpacked dpkg-dev:all 1.19.7ubuntu3
2021-12-20 11:51:24 upgrade emacs-common:all 1:26.3+1-1ubuntu2 1:26.3+1-1ubuntu2
2021-12-20 11:51:24 status half-configured emacs-common:all 1:26.3+1-1ubuntu2
2021-12-20 11:51:24 status unpacked emacs-common:all 1:26.3+1-1ubuntu2
2021-12-20 11:51:24 status half-installed emacs-common:all 1:26.3+1-1ubuntu2
2021-12-20 11:51:34 status unpacked emacs-common:all 1:26.3+1-1ubuntu2
2021-12-20 11:51:34 upgrade emacs-gtk:amd64 1:26.3+1-1ubuntu2 1:26.3+1-1ubuntu2
2021-12-20 11:51:34 status half-configured emacs-gtk:amd64 1:26.3+1-1ubuntu2
2021-12-20 11:51:34 status unpacked emacs-gtk:amd64 1:26.3+1-1ubuntu2
2021-12-20 11:51:34 status half-installed emacs-gtk:amd64 1:26.3+1-1ubuntu2
2021-12-20 11:51:35 status unpacked emacs-gtk:amd64 1:26.3+1-1ubuntu2
2021-12-20 11:51:35 upgrade fakeroot:amd64 1.24-1 1.24-1
2021-12-20 11:51:35 status half-configured fakeroot:amd64 1.24-1
2021-12-20 11:51:35 status unpacked fakeroot:amd64 1.24-1
2021-12-20 11:51:35 status half-installed fakeroot:amd64 1.24-1
2021-12-20 11:51:35 status unpacked fakeroot:amd64 1.24-1
2021-12-20 11:51:35 upgrade fontconfig:amd64 2.13.1-2ubuntu3 2.13.1-2ubuntu3
2021-12-20 11:51:35 status half-configured fontconfig:amd64 2.13.1-2ubuntu3
2021-12-20 11:51:35 status unpacked fontconfig:amd64 2.13.1-2ubuntu3
2021-12-20 11:51:35 status half-installed fontconfig:amd64 2.13.1-2ubuntu3
2021-12-20 11:51:35 status unpacked fontconfig:amd64 2.13.1-2ubuntu3
2021-12-20 11:51:35 upgrade fontconfig-config:all 2.13.1-2ubuntu3 2.13.1-2ubuntu3
2021-12-20 11:51:35 status half-configured fontconfig-config:all 2.13.1-2ubuntu3
2021-12-20 11:51:35 status unpacked fontconfig-config:all 2.13.1-2ubuntu3
2021-12-20 11:51:35 status half-installed fontconfig-config:all 2.13.1-2ubuntu3
2021-12-20 11:51:35 status unpacked fontconfig-config:all 2.13.1-2ubuntu3
2021-12-20 11:51:35 upgrade g++:amd64 4:9.3.0-1ubuntu2 4:9.3.0-1ubuntu2
2021-12-20 11:51:35 status half-configured g++:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:51:35 status unpacked g++:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:51:35 status half-installed g++:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:51:35 status unpacked g++:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:51:35 upgrade g++-9:amd64 9.3.0-17ubuntu1~20.04 9.3.0-17ubuntu1~20.04
2021-12-20 11:51:35 status half-configured g++-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:51:35 status unpacked g++-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:51:35 status half-installed g++-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:51:36 status unpacked g++-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:51:37 upgrade gcc:amd64 4:9.3.0-1ubuntu2 4:9.3.0-1ubuntu2
2021-12-20 11:51:37 status half-configured gcc:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:51:37 status unpacked gcc:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:51:37 status half-installed gcc:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:51:37 status unpacked gcc:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:51:37 upgrade gcc-9:amd64 9.3.0-17ubuntu1~20.04 9.3.0-17ubuntu1~20.04
2021-12-20 11:51:37 status half-configured gcc-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:51:37 status unpacked gcc-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:51:37 status half-installed gcc-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:51:38 status unpacked gcc-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:51:38 upgrade gdb:amd64 9.2-0ubuntu1~20.04 9.2-0ubuntu1~20.04
2021-12-20 11:51:38 status half-configured gdb:amd64 9.2-0ubuntu1~20.04
2021-12-20 11:51:38 status unpacked gdb:amd64 9.2-0ubuntu1~20.04
2021-12-20 11:51:38 status half-installed gdb:amd64 9.2-0ubuntu1~20.04
2021-12-20 11:51:38 status unpacked gdb:amd64 9.2-0ubuntu1~20.04
2021-12-20 11:51:38 upgrade gdbserver:amd64 9.2-0ubuntu1~20.04 9.2-0ubuntu1~20.04
2021-12-20 11:51:38 status half-configured gdbserver:amd64 9.2-0ubuntu1~20.04
2021-12-20 11:51:38 status unpacked gdbserver:amd64 9.2-0ubuntu1~20.04
2021-12-20 11:51:38 status half-installed gdbserver:amd64 9.2-0ubuntu1~20.04
2021-12-20 11:51:38 status unpacked gdbserver:amd64 9.2-0ubuntu1~20.04
2021-12-20 11:51:38 upgrade ghostscript:amd64 9.50~dfsg-5ubuntu4.4 9.50~dfsg-5ubuntu4.4
2021-12-20 11:51:38 status half-configured ghostscript:amd64 9.50~dfsg-5ubuntu4.4
2021-12-20 11:51:38 status unpacked ghostscript:amd64 9.50~dfsg-5ubuntu4.4
2021-12-20 11:51:38 status half-installed ghostscript:amd64 9.50~dfsg-5ubuntu4.4
2021-12-20 11:51:38 status unpacked ghostscript:amd64 9.50~dfsg-5ubuntu4.4
2021-12-20 11:51:38 upgrade git-man:all 1:2.25.1-1ubuntu3.2 1:2.25.1-1ubuntu3.2
2021-12-20 11:51:38 status half-configured git-man:all 1:2.25.1-1ubuntu3.2
2021-12-20 11:51:38 status unpacked git-man:all 1:2.25.1-1ubuntu3.2
2021-12-20 11:51:38 status half-installed git-man:all 1:2.25.1-1ubuntu3.2
