2021-10-06 16:47:51 startup archives install
2021-12-20 11:51:39 status unpacked git-man:all 1:2.25.1-1ubuntu3.2
2021-12-20 11:51:39 upgrade gpg-agent:amd64 2.2.19-3ubuntu2.1 2.2.19-3ubuntu2.1
2021-12-20 11:51:39 status half-configured gpg-agent:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:39 status unpacked gpg-agent:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:39 status half-installed gpg-agent:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:39 status unpacked gpg-agent:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:39 upgrade gpg-wks-client:amd64 2.2.19-3ubuntu2.1 2.2.19-3ubuntu2.1
2021-12-20 11:51:39 status half-configured gpg-wks-client:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:39 status unpacked gpg-wks-client:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:39 status half-installed gpg-wks-client:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:39 status unpacked gpg-wks-client:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:39 upgrade gpg-wks-server:amd64 2.2.19-3ubuntu2.1 2.2.19-3ubuntu2.1
2021-12-20 11:51:39 status half-configured gpg-wks-server:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:39 status unpacked gpg-wks-server:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:39 status half-installed gpg-wks-server:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:39 status unpacked gpg-wks-server:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:39 upgrade gpgsm:amd64 2.2.19-3ubuntu2.1 2.2.19-3ubuntu2.1
2021-12-20 11:51:39 status half-configured gpgsm:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:39 status unpacked gpgsm:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:39 status half-installed gpgsm:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:39 status unpacked gpgsm:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:51:39 upgrade gtk-update-icon-cache:amd64 3.24.20-0ubuntu1 3.24.20-0ubuntu1
2021-12-20 11:51:39 status half-configured gtk-update-icon-cache:amd64 3.24.20-0ubuntu1
2021-12-20 11:51:39 status unpacked gtk-update-icon-cache:amd64 3.24.20-0ubuntu1
2021-12-20 11:51:39 status half-installed gtk-update-icon-cache:amd64 3.24.20-0ubuntu1
2021-12-20 11:51:39 status unpacked gtk-update-icon-cache:amd64 3.24.20-0ubuntu1
2021-12-20 11:51:39 upgrade libalgorithm-diff-perl:all 1.19.03-2 1.19.03-2
2021-12-20 11:51:39 status half-configured libalgorithm-diff-perl:all 1.19.03-2
2021-12-20 11:51:39 status unpacked libalgorithm-diff-perl:all 1.19.03-2
2021-12-20 11:51:39 status half-installed libalgorithm-diff-perl:all 1.19.03-2
2021-12-20 11:51:39 status unpacked libalgorithm-diff-perl:all 1.19.03-2
2021-12-20 11:51:39 upgrade libalgorithm-diff-xs-perl:amd64 0.04-6 0.04-6
2021-12-20 11:51:39 status half-configured libalgorithm-diff-xs-perl:amd64 0.04-6
2021-12-20 11:51:39 status unpacked libalgorithm-diff-xs-perl:amd64 0.04-6
2021-12-20 11:51:39 status half-installed libalgorithm-diff-xs-perl:amd64 0.04-6
2021-12-20 11:51:39 status unpacked libalgorithm-diff-xs-perl:amd64 0.04-6
2021-12-20 11:51:39 upgrade libalgorithm-merge-perl:all 0.08-3 0.08-3
2021-12-20 11:51:39 status half-configured libalgorithm-merge-perl:all 0.08-3
2021-12-20 11:51:39 status unpacked libalgorithm-merge-perl:all 0.08-3
2021-12-20 11:51:39 status half-installed libalgorithm-merge-perl:all 0.08-3
2021-12-20 11:51:39 status unpacked libalgorithm-merge-perl:all 0.08-3
2021-12-20 11:51:39 upgrade libc-dev-bin:amd64 2.31-0ubuntu9.2 2.31-0ubuntu9.2
2021-12-20 11:51:39 status half-configured libc-dev-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:51:39 status unpacked libc-dev-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:51:39 status half-installed libc-dev-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:51:39 status unpacked libc-dev-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:51:39 upgrade libcgi-fast-perl:all 1:2.15-1 1:2.15-1
2021-12-20 11:51:39 status half-configured libcgi-fast-perl:all 1:2.15-1
2021-12-20 11:51:39 status unpacked libcgi-fast-perl:all 1:2.15-1
2021-12-20 11:51:39 status half-installed libcgi-fast-perl:all 1:2.15-1
2021-12-20 11:51:39 status unpacked libcgi-fast-perl:all 1:2.15-1
2021-12-20 11:51:40 upgrade libcgi-pm-perl:all 4.46-1 4.46-1
2021-12-20 11:51:40 status half-configured libcgi-pm-perl:all 4.46-1
2021-12-20 11:51:40 status unpacked libcgi-pm-perl:all 4.46-1
2021-12-20 11:51:40 status half-installed libcgi-pm-perl:all 4.46-1
2021-12-20 11:51:40 status unpacked libcgi-pm-perl:all 4.46-1
2021-12-20 11:51:40 upgrade libdpkg-perl:all 1.19.7ubuntu3 1.19.7ubuntu3
2021-12-20 11:51:40 status half-configured libdpkg-perl:all 1.19.7ubuntu3
2021-12-20 11:51:40 status unpacked libdpkg-perl:all 1.19.7ubuntu3
2021-12-20 11:51:40 status half-installed libdpkg-perl:all 1.19.7ubuntu3
2021-12-20 11:51:40 status unpacked libdpkg-perl:all 1.19.7ubuntu3
2021-12-20 11:51:40 upgrade libencode-locale-perl:all 1.05-1 1.05-1
2021-12-20 11:51:40 status half-configured libencode-locale-perl:all 1.05-1
2021-12-20 11:51:40 status unpacked libencode-locale-perl:all 1.05-1
2021-12-20 11:51:40 status half-installed libencode-locale-perl:all 1.05-1
2021-12-20 11:51:40 status unpacked libencode-locale-perl:all 1.05-1
2021-12-20 11:51:40 upgrade liberror-perl:all 0.17029-1 0.17029-1
2021-12-20 11:51:40 status half-configured liberror-perl:all 0.17029-1
2021-12-20 11:51:40 status unpacked liberror-perl:all 0.17029-1
2021-12-20 11:51:40 status half-installed liberror-perl:all 0.17029-1
2021-12-20 11:51:40 status unpacked liberror-perl:all 0.17029-1
2021-12-20 11:51:40 upgrade libfcgi-perl:amd64 0.79-1 0.79-1
2021-12-20 11:51:40 status half-configured libfcgi-perl:amd64 0.79-1
2021-12-20 11:51:40 status unpacked libfcgi-perl:amd64 0.79-1
2021-12-20 11:51:40 status half-installed libfcgi-perl:amd64 0.79-1
2021-12-20 11:51:40 status unpacked libfcgi-perl:amd64 0.79-1
2021-12-20 11:51:40 upgrade libfile-fcntllock-perl:amd64 0.22-3build4 0.22-3build4
2021-12-20 11:51:40 status half-configured libfile-fcntllock-perl:amd64 0.22-3build4
2021-12-20 11:51:40 status unpacked libfile-fcntllock-perl:amd64 0.22-3build4
2021-12-20 11:51:40 status half-installed libfile-fcntllock-perl:amd64 0.22-3build4
2021-12-20 11:51:40 status unpacked libfile-fcntllock-perl:amd64 0.22-3build4
2021-12-20 11:51:40 upgrade libfontconfig1-dev:amd64 2.13.1-2ubuntu3 2.13.1-2ubuntu3
2021-12-20 11:51:40 status half-configured libfontconfig1-dev:amd64 2.13.1-2ubuntu3
2021-12-20 11:51:40 status unpacked libfontconfig1-dev:amd64 2.13.1-2ubuntu3
2021-12-20 11:51:40 status half-installed libfontconfig1-dev:amd64 2.13.1-2ubuntu3
2021-12-20 11:51:40 status unpacked libfontconfig1-dev:amd64 2.13.1-2ubuntu3
2021-12-20 11:51:41 upgrade libgdbm-dev:amd64 1.18.1-5 1.18.1-5
2021-12-20 11:51:41 status half-configured libgdbm-dev:amd64 1.18.1-5
2021-12-20 11:51:41 status unpacked libgdbm-dev:amd64 1.18.1-5
2021-12-20 11:51:41 status half-installed libgdbm-dev:amd64 1.18.1-5
2021-12-20 11:51:41 status unpacked libgdbm-dev:amd64 1.18.1-5
2021-12-20 11:51:41 upgrade libgdk-pixbuf2.0-bin:amd64 2.40.0+dfsg-3ubuntu0.2 2.40.0+dfsg-3ubuntu0.2
2021-12-20 11:51:41 status half-configured libgdk-pixbuf2.0-bin:amd64 2.40.0+dfsg-3ubuntu0.2
2021-12-20 11:51:41 status unpacked libgdk-pixbuf2.0-bin:amd64 2.40.0+dfsg-3ubuntu0.2
2021-12-20 11:51:41 status half-installed libgdk-pixbuf2.0-bin:amd64 2.40.0+dfsg-3ubuntu0.2
2021-12-20 11:51:41 status unpacked libgdk-pixbuf2.0-bin:amd64 2.40.0+dfsg-3ubuntu0.2
2021-12-20 11:51:41 upgrade libglib2.0-bin:amd64 2.64.6-1~ubuntu20.04.4 2.64.6-1~ubuntu20.04.4
2021-12-20 11:51:41 status half-configured libglib2.0-bin:amd64 2.64.6-1~ubuntu20.04.4
2021-12-20 11:51:41 status unpacked libglib2.0-bin:amd64 2.64.6-1~ubuntu20.04.4
2021-12-20 11:51:41 status half-installed libglib2.0-bin:amd64 2.64.6-1~ubuntu20.04.4
2021-12-20 11:51:41 status unpacked libglib2.0-bin:amd64 2.64.6-1~ubuntu20.04.4
2021-12-20 11:51:41 upgrade libgtk-3-bin:amd64 3.24.20-0ubuntu1 3.24.20-0ubuntu1
2021-12-20 11:51:41 status half-configured libgtk-3-bin:amd64 3.24.20-0ubuntu1
2021-12-20 11:51:41 status unpacked libgtk-3-bin:amd64 3.24.20-0ubuntu1
2021-12-20 11:51:41 status half-installed libgtk-3-bin:amd64 3.24.20-0ubuntu1
2021-12-20 11:51:41 status unpacked libgtk-3-bin:amd64 3.24.20-0ubuntu1
2021-12-20 11:51:41 upgrade libhtml-parser-perl:amd64 3.72-5 3.72-5
2021-12-20 11:51:41 status half-configured libhtml-parser-perl:amd64 3.72-5
2021-12-20 11:51:41 status unpacked libhtml-parser-perl:amd64 3.72-5
2021-12-20 11:51:41 status half-installed libhtml-parser-perl:amd64 3.72-5
2021-12-20 11:51:41 status unpacked libhtml-parser-perl:amd64 3.72-5
2021-12-20 11:51:41 upgrade libhtml-tagset-perl:all 3.20-4 3.20-4
2021-12-20 11:51:41 status half-configured libhtml-tagset-perl:all 3.20-4
2021-12-20 11:51:41 status unpacked libhtml-tagset-perl:all 3.20-4
2021-12-20 11:51:41 status half-installed libhtml-tagset-perl:all 3.20-4
2021-12-20 11:51:41 status unpacked libhtml-tagset-perl:all 3.20-4
2021-12-20 11:51:41 upgrade libhttp-date-perl:all 6.05-1 6.05-1
2021-12-20 11:51:41 status half-configured libhttp-date-perl:all 6.05-1
2021-12-20 11:51:41 status unpacked libhttp-date-perl:all 6.05-1
2021-12-20 11:51:41 status half-installed libhttp-date-perl:all 6.05-1
2021-12-20 11:51:41 status unpacked libhttp-date-perl:all 6.05-1
2021-12-20 11:51:41 upgrade libhttp-message-perl:all 6.22-1 6.22-1
2021-12-20 11:51:41 status half-configured libhttp-message-perl:all 6.22-1
2021-12-20 11:51:41 status unpacked libhttp-message-perl:all 6.22-1
2021-12-20 11:51:41 status half-installed libhttp-message-perl:all 6.22-1
2021-12-20 11:51:41 status unpacked libhttp-message-perl:all 6.22-1
2021-12-20 11:51:41 upgrade libio-html-perl:all 1.001-1 1.001-1
2021-12-20 11:51:41 status half-configured libio-html-perl:all 1.001-1
2021-12-20 11:51:41 status unpacked libio-html-perl:all 1.001-1
2021-12-20 11:51:41 status half-installed libio-html-perl:all 1.001-1
2021-12-20 11:51:41 status unpacked libio-html-perl:all 1.001-1
2021-12-20 11:51:41 upgrade libldap-common:all 2.4.49+dfsg-2ubuntu1.8 2.4.49+dfsg-2ubuntu1.8
2021-12-20 11:51:41 status half-configured libldap-common:all 2.4.49+dfsg-2ubuntu1.8
2021-12-20 11:51:41 status unpacked libldap-common:all 2.4.49+dfsg-2ubuntu1.8
2021-12-20 11:51:41 status half-installed libldap-common:all 2.4.49+dfsg-2ubuntu1.8
2021-12-20 11:51:41 status unpacked libldap-common:all 2.4.49+dfsg-2ubuntu1.8
2021-12-20 11:51:41 upgrade liblwp-mediatypes-perl:all 6.04-1 6.04-1
2021-12-20 11:51:41 status half-configured liblwp-mediatypes-perl:all 6.04-1
2021-12-20 11:51:41 status unpacked liblwp-mediatypes-perl:all 6.04-1
2021-12-20 11:51:41 status half-installed liblwp-mediatypes-perl:all 6.04-1
2021-12-20 11:51:41 status unpacked liblwp-mediatypes-perl:all 6.04-1
2021-12-20 11:51:41 upgrade libmysqlclient-dev:amd64 8.0.27-0ubuntu0.20.04.1 8.0.27-0ubuntu0.20.04.1
2021-12-20 11:51:41 status half-configured libmysqlclient-dev:amd64 8.0.27-0ubuntu0.20.04.1
2021-12-20 11:51:42 status unpacked libmysqlclient-dev:amd64 8.0.27-0ubuntu0.20.04.1
2021-12-20 11:51:42 status half-installed libmysqlclient-dev:amd64 8.0.27-0ubuntu0.20.04.1
2021-12-20 11:51:42 status unpacked libmysqlclient-dev:amd64 8.0.27-0ubuntu0.20.04.1
2021-12-20 11:51:42 upgrade libncurses-dev:amd64 6.2-0ubuntu2 6.2-0ubuntu2
2021-12-20 11:51:42 status half-configured libncurses-dev:amd64 6.2-0ubuntu2
2021-12-20 11:51:42 status unpacked libncurses-dev:amd64 6.2-0ubuntu2
2021-12-20 11:51:42 status half-installed libncurses-dev:amd64 6.2-0ubuntu2
2021-12-20 11:51:42 status unpacked libncurses-dev:amd64 6.2-0ubuntu2
2021-12-20 11:51:42 upgrade libpaper-utils:amd64 1.1.28 1.1.28
2021-12-20 11:51:42 status half-configured libpaper-utils:amd64 1.1.28
2021-12-20 11:51:42 status unpacked libpaper-utils:amd64 1.1.28
2021-12-20 11:51:42 status half-installed libpaper-utils:amd64 1.1.28
2021-12-20 11:51:42 status unpacked libpaper-utils:amd64 1.1.28
2021-12-20 11:51:42 upgrade libpaper1:amd64 1.1.28 1.1.28
2021-12-20 11:51:42 status half-configured libpaper1:amd64 1.1.28
2021-12-20 11:51:42 status unpacked libpaper1:amd64 1.1.28
2021-12-20 11:51:42 status half-installed libpaper1:amd64 1.1.28
2021-12-20 11:51:42 status unpacked libpaper1:amd64 1.1.28
2021-12-20 11:51:42 upgrade libpng-dev:amd64 1.6.37-2 1.6.37-2
2021-12-20 11:51:42 status half-configured libpng-dev:amd64 1.6.37-2
2021-12-20 11:51:42 status unpacked libpng-dev:amd64 1.6.37-2
2021-12-20 11:51:42 status half-installed libpng-dev:amd64 1.6.37-2
2021-12-20 11:51:42 status unpacked libpng-dev:amd64 1.6.37-2
2021-12-20 11:51:42 upgrade libpython3-dev:amd64 3.8.2-0ubuntu2 3.8.2-0ubuntu2
2021-12-20 11:51:42 status half-configured libpython3-dev:amd64 3.8.2-0ubuntu2
2021-12-20 11:51:42 status unpacked libpython3-dev:amd64 3.8.2-0ubuntu2
2021-12-20 11:51:42 status half-installed libpython3-dev:amd64 3.8.2-0ubuntu2
2021-12-20 11:51:42 status unpacked libpython3-dev:amd64 3.8.2-0ubuntu2
2021-12-20 11:51:42 upgrade libpython3.8-dev:amd64 3.8.10-0ubuntu1~20.04.2 3.8.10-0ubuntu1~20.04.2
2021-12-20 11:51:42 status half-configured libpython3.8-dev:amd64 3.8.10-0ubuntu1~20.04.2
2021-12-20 11:51:42 status unpacked libpython3.8-dev:amd64 3.8.10-0ubuntu1~20.04.2
2021-12-20 11:51:42 status half-installed libpython3.8-dev:amd64 3.8.10-0ubuntu1~20.04.2
2021-12-20 11:51:43 status unpacked libpython3.8-dev:amd64 3.8.10-0ubuntu1~20.04.2
2021-12-20 11:51:43 upgrade libtimedate-perl:all 2.3200-1 2.3200-1
2021-12-20 11:51:43 status half-configured libtimedate-perl:all 2.3200-1
2021-12-20 11:51:43 status unpacked libtimedate-perl:all 2.3200-1
2021-12-20 11:51:43 status half-installed libtimedate-perl:all 2.3200-1
2021-12-20 11:51:43 status unpacked libtimedate-perl:all 2.3200-1
2021-12-20 11:51:43 upgrade liburi-perl:all 1.76-2 1.76-2
2021-12-20 11:51:43 status half-configured liburi-perl:all 1.76-2
2021-12-20 11:51:43 status unpacked liburi-perl:all 1.76-2
2021-12-20 11:51:43 status half-installed liburi-perl:all 1.76-2
2021-12-20 11:51:44 status unpacked liburi-perl:all 1.76-2
2021-12-20 11:51:44 upgrade libwrap0:amd64 7.6.q-30 7.6.q-30
2021-12-20 11:51:44 status half-configured libwrap0:amd64 7.6.q-30
2021-12-20 11:51:44 status unpacked libwrap0:amd64 7.6.q-30
2021-12-20 11:51:44 status half-installed libwrap0:amd64 7.6.q-30
2021-12-20 11:51:44 status unpacked libwrap0:amd64 7.6.q-30
2021-12-20 11:51:44 upgrade libxau-dev:amd64 1:1.0.9-0ubuntu1 1:1.0.9-0ubuntu1
2021-12-20 11:51:44 status half-configured libxau-dev:amd64 1:1.0.9-0ubuntu1
2021-12-20 11:51:44 status unpacked libxau-dev:amd64 1:1.0.9-0ubuntu1
2021-12-20 11:51:44 status half-installed libxau-dev:amd64 1:1.0.9-0ubuntu1
2021-12-20 11:51:44 status unpacked libxau-dev:amd64 1:1.0.9-0ubuntu1
2021-12-20 11:51:44 upgrade libxext-dev:amd64 2:1.3.4-0ubuntu1 2:1.3.4-0ubuntu1
2021-12-20 11:51:44 status half-configured libxext-dev:amd64 2:1.3.4-0ubuntu1
2021-12-20 11:51:44 status unpacked libxext-dev:amd64 2:1.3.4-0ubuntu1
2021-12-20 11:51:44 status half-installed libxext-dev:amd64 2:1.3.4-0ubuntu1
2021-12-20 11:51:44 status unpacked libxext-dev:amd64 2:1.3.4-0ubuntu1
2021-12-20 11:51:44 upgrade libxft-dev:amd64 2.3.3-0ubuntu1 2.3.3-0ubuntu1
2021-12-20 11:51:44 status half-configured libxft-dev:amd64 2.3.3-0ubuntu1
2021-12-20 11:51:44 status unpacked libxft-dev:amd64 2.3.3-0ubuntu1
2021-12-20 11:51:44 status half-installed libxft-dev:amd64 2.3.3-0ubuntu1
2021-12-20 11:51:44 status unpacked libxft-dev:amd64 2.3.3-0ubuntu1
2021-12-20 11:51:44 upgrade libxss-dev:amd64 1:1.2.3-1 1:1.2.3-1
2021-12-20 11:51:44 status half-configured libxss-dev:amd64 1:1.2.3-1
2021-12-20 11:51:44 status unpacked libxss-dev:amd64 1:1.2.3-1
2021-12-20 11:51:44 status half-installed libxss-dev:amd64 1:1.2.3-1
2021-12-20 11:51:44 status unpacked libxss-dev:amd64 1:1.2.3-1
2021-12-20 11:51:44 upgrade libxt-dev:amd64 1:1.1.5-1 1:1.1.5-1
2021-12-20 11:51:44 status half-configured libxt-dev:amd64 1:1.1.5-1
2021-12-20 11:51:44 status unpacked libxt-dev:amd64 1:1.1.5-1
2021-12-20 11:51:44 status half-installed libxt-dev:amd64 1:1.1.5-1
2021-12-20 11:51:44 status unpacked libxt-dev:amd64 1:1.1.5-1
2021-12-20 11:51:44 upgrade make:amd64 4.2.1-1.2 4.2.1-1.2
2021-12-20 11:51:44 status half-configured make:amd64 4.2.1-1.2
2021-12-20 11:51:44 status unpacked make:amd64 4.2.1-1.2
2021-12-20 11:51:44 status half-installed make:amd64 4.2.1-1.2
2021-12-20 11:51:44 status unpacked make:amd64 4.2.1-1.2
2021-12-20 11:51:44 upgrade manpages-posix:all 2013a-2 2013a-2
2021-12-20 11:51:44 status half-configured manpages-posix:all 2013a-2
2021-12-20 11:51:44 status unpacked manpages-posix:all 2013a-2
2021-12-20 11:51:44 status half-installed manpages-posix:all 2013a-2
2021-12-20 11:51:45 status unpacked manpages-posix:all 2013a-2
2021-12-20 11:51:45 upgrade mysql-client-8.0:amd64 8.0.27-0ubuntu0.20.04.1 8.0.27-0ubuntu0.20.04.1
2021-12-20 11:51:45 status half-configured mysql-client-8.0:amd64 8.0.27-0ubuntu0.20.04.1
2021-12-20 11:51:45 status unpacked mysql-client-8.0:amd64 8.0.27-0ubuntu0.20.04.1
2021-12-20 11:51:45 status half-installed mysql-client-8.0:amd64 8.0.27-0ubuntu0.20.04.1
2021-12-20 11:51:45 status unpacked mysql-client-8.0:amd64 8.0.27-0ubuntu0.20.04.1
2021-12-20 11:51:45 upgrade mysql-client-core-8.0:amd64 8.0.27-0ubuntu0.20.04.1 8.0.27-0ubuntu0.20.04.1
2021-12-20 11:51:45 status half-configured mysql-client-core-8.0:amd64 8.0.27-0ubuntu0.20.04.1
2021-12-20 11:51:45 status unpacked mysql-client-core-8.0:amd64 8.0.27-0ubuntu0.20.04.1
2021-12-20 11:51:45 status half-installed mysql-client-core-8.0:amd64 8.0.27-0ubuntu0.20.04.1
2021-12-20 11:51:46 status unpacked mysql-client-core-8.0:amd64 8.0.27-0ubuntu0.20.04.1
2021-12-20 11:51:46 upgrade mysql-server-core-8.0:amd64 8.0.27-0ubuntu0.20.04.1 8.0.27-0ubuntu0.20.04.1
2021-12-20 11:51:46 status half-configured mysql-server-core-8.0:amd64 8.0.27-0ubuntu0.20.04.1
2021-12-20 11:51:46 status unpacked mysql-server-core-8.0:amd64 8.0.27-0ubuntu0.20.04.1
2021-12-20 11:51:46 status half-installed mysql-server-core-8.0:amd64 8.0.27-0ubuntu0.20.04.1
2021-12-20 11:51:49 status unpacked mysql-server-core-8.0:amd64 8.0.27-0ubuntu0.20.04.1
2021-12-20 11:51:49 upgrade nasm:amd64 2.14.02-1 2.14.02-1
2021-12-20 11:51:49 status half-configured nasm:amd64 2.14.02-1
2021-12-20 11:51:49 status unpacked nasm:amd64 2.14.02-1
2021-12-20 11:51:49 status half-installed nasm:amd64 2.14.02-1
2021-12-20 11:51:49 status unpacked nasm:amd64 2.14.02-1
2021-12-20 11:51:49 upgrade openssh-sftp-server:amd64 1:8.2p1-4ubuntu0.3 1:8.2p1-4ubuntu0.3
2021-12-20 11:51:49 status half-configured openssh-sftp-server:amd64 1:8.2p1-4ubuntu0.3
2021-12-20 11:51:49 status unpacked openssh-sftp-server:amd64 1:8.2p1-4ubuntu0.3
2021-12-20 11:51:49 status half-installed openssh-sftp-server:amd64 1:8.2p1-4ubuntu0.3
2021-12-20 11:51:49 status unpacked openssh-sftp-server:amd64 1:8.2p1-4ubuntu0.3
2021-12-20 11:51:49 upgrade openssh-server:amd64 1:8.2p1-4ubuntu0.3 1:8.2p1-4ubuntu0.3
2021-12-20 11:51:49 status half-configured openssh-server:amd64 1:8.2p1-4ubuntu0.3
2021-12-20 11:51:49 status unpacked openssh-server:amd64 1:8.2p1-4ubuntu0.3
2021-12-20 11:51:49 status half-installed openssh-server:amd64 1:8.2p1-4ubuntu0.3
2021-12-20 11:51:49 status unpacked openssh-server:amd64 1:8.2p1-4ubuntu0.3
2021-12-20 11:51:49 upgrade packagekit-tools:amd64 1.1.13-2ubuntu1.1 1.1.13-2ubuntu1.1
2021-12-20 11:51:49 status half-configured packagekit-tools:amd64 1.1.13-2ubuntu1.1
2021-12-20 11:51:49 status unpacked packagekit-tools:amd64 1.1.13-2ubuntu1.1
2021-12-20 11:51:49 status half-installed packagekit-tools:amd64 1.1.13-2ubuntu1.1
2021-12-20 11:51:49 status unpacked packagekit-tools:amd64 1.1.13-2ubuntu1.1
2021-12-20 11:51:49 upgrade patch:amd64 2.7.6-6 2.7.6-6
2021-12-20 11:51:49 status half-configured patch:amd64 2.7.6-6
2021-12-20 11:51:49 status unpacked patch:amd64 2.7.6-6
2021-12-20 11:51:49 status half-installed patch:amd64 2.7.6-6
2021-12-20 11:51:50 status unpacked patch:amd64 2.7.6-6
2021-12-20 11:51:50 upgrade pinentry-curses:amd64 1.1.0-3build1 1.1.0-3build1
2021-12-20 11:51:50 status half-configured pinentry-curses:amd64 1.1.0-3build1
2021-12-20 11:51:50 status unpacked pinentry-curses:amd64 1.1.0-3build1
2021-12-20 11:51:50 status half-installed pinentry-curses:amd64 1.1.0-3build1
2021-12-20 11:51:50 status unpacked pinentry-curses:amd64 1.1.0-3build1
2021-12-20 11:51:50 upgrade pkg-config:amd64 0.29.1-0ubuntu4 0.29.1-0ubuntu4
2021-12-20 11:51:50 status half-configured pkg-config:amd64 0.29.1-0ubuntu4
2021-12-20 11:51:50 status unpacked pkg-config:amd64 0.29.1-0ubuntu4
2021-12-20 11:51:50 status half-installed pkg-config:amd64 0.29.1-0ubuntu4
2021-12-20 11:51:50 status unpacked pkg-config:amd64 0.29.1-0ubuntu4
2021-12-20 11:51:50 upgrade policykit-1:amd64 0.105-26ubuntu1.1 0.105-26ubuntu1.1
2021-12-20 11:51:50 status half-configured policykit-1:amd64 0.105-26ubuntu1.1
2021-12-20 11:51:50 status unpacked policykit-1:amd64 0.105-26ubuntu1.1
2021-12-20 11:51:50 status half-installed policykit-1:amd64 0.105-26ubuntu1.1
2021-12-20 11:51:50 status unpacked policykit-1:amd64 0.105-26ubuntu1.1
2021-12-20 11:51:50 upgrade python3-chardet:all 3.0.4-4build1 3.0.4-4build1
2021-12-20 11:51:50 status half-configured python3-chardet:all 3.0.4-4build1
2021-12-20 11:51:50 status unpacked python3-chardet:all 3.0.4-4build1
2021-12-20 11:51:50 status half-installed python3-chardet:all 3.0.4-4build1
2021-12-20 11:51:50 status unpacked python3-chardet:all 3.0.4-4build1
2021-12-20 11:51:50 upgrade python3-dev:amd64 3.8.2-0ubuntu2 3.8.2-0ubuntu2
2021-12-20 11:51:50 status half-configured python3-dev:amd64 3.8.2-0ubuntu2
2021-12-20 11:51:50 status unpacked python3-dev:amd64 3.8.2-0ubuntu2
2021-12-20 11:51:50 status half-installed python3-dev:amd64 3.8.2-0ubuntu2
2021-12-20 11:51:50 status unpacked python3-dev:amd64 3.8.2-0ubuntu2
2021-12-20 11:51:50 upgrade python3-pip:all 20.0.2-5ubuntu1.6 20.0.2-5ubuntu1.6
2021-12-20 11:51:50 status half-configured python3-pip:all 20.0.2-5ubuntu1.6
2021-12-20 11:51:50 status unpacked python3-pip:all 20.0.2-5ubuntu1.6
2021-12-20 11:51:50 status half-installed python3-pip:all 20.0.2-5ubuntu1.6
2021-12-20 11:51:51 status unpacked python3-pip:all 20.0.2-5ubuntu1.6
2021-12-20 11:51:51 upgrade python3.8-dev:amd64 3.8.10-0ubuntu1~20.04.2 3.8.10-0ubuntu1~20.04.2
2021-12-20 11:51:51 status half-configured python3.8-dev:amd64 3.8.10-0ubuntu1~20.04.2
2021-12-20 11:51:51 status unpacked python3.8-dev:amd64 3.8.10-0ubuntu1~20.04.2
